"Date","Open","High","Low","Close","Volume","OpenInt"
01/03/2000,1526.50,1526.50,1526.50,1526.50,1,2140
01/04/2000,1491.80,1491.80,1469.70,1469.70,68,2094
01/05/2000,1461.80,1482.10,1461.80,1471.80,65,2108
01/06/2000,1463.50,1463.50,1461.60,1461.60,112,2133
01/07/2000,1512.00,1519.40,1512.00,1519.40,27,2128
01/10/2000,1533.00,1535.00,1533.00,1535.00,297,2280
01/11/2000,1513.50,1513.50,1513.50,1513.50,1,2280
01/12/2000,1501.40,1501.40,1501.40,1501.40,293,2553
01/13/2000,1518.90,1518.90,1518.90,1518.90,27,2553
01/14/2000,1540.50,1540.50,1538.80,1538.80,8,2554
01/18/2000,1527.50,1529.90,1527.50,1529.90,2,2553
01/19/2000,1533.20,1533.20,1533.20,1533.20,200,2618
01/20/2000,1517.00,1517.00,1517.00,1517.00,0,2618
01/21/2000,1513.60,1513.60,1513.60,1513.60,0,2618
01/24/2000,1491.80,1491.80,1470.30,1470.30,8,2613
01/25/2000,1477.00,1477.00,1477.00,1477.00,2,2611
01/26/2000,1473.80,1473.80,1473.80,1473.80,0,2611
01/27/2000,1461.80,1467.80,1461.80,1467.80,3,2612
01/28/2000,1463.00,1463.00,1424.10,1424.10,37,2641
01/31/2000,1456.00,1460.00,1456.00,1460.00,45,2637
02/01/2000,1476.30,1476.30,1476.30,1476.30,0,2637
02/02/2000,1482.10,1482.10,1475.20,1475.20,9,2644
02/03/2000,1496.40,1496.40,1496.40,1496.40,100,2724
02/04/2000,1491.10,1491.10,1491.10,1491.10,100,2767
02/07/2000,1487.30,1487.30,1487.30,1487.30,0,2767
02/08/2000,1507.30,1507.30,1507.30,1507.30,70,2746
02/09/2000,1477.90,1477.90,1477.90,1477.90,56,2731
02/10/2000,1479.40,1479.40,1479.40,1479.40,50,2731
02/11/2000,1461.90,1461.90,1455.60,1455.60,22,2725
02/14/2000,1457.50,1457.50,1457.50,1457.50,0,2725
02/15/2000,1471.00,1471.00,1469.20,1469.20,8,2719
02/16/2000,1461.00,1461.00,1451.40,1451.40,6,2721
02/17/2000,1444.30,1444.30,1444.30,1444.30,0,2721
02/18/2000,1436.90,1436.90,1411.00,1411.00,2,2721
02/22/2000,1401.80,1406.30,1401.80,1406.30,80,2687
02/23/2000,1422.00,1422.80,1422.00,1422.80,2,2688
02/24/2000,1401.80,1412.20,1401.80,1412.20,45,2683
02/25/2000,1391.00,1394.60,1391.00,1394.60,15,2662
02/28/2000,1396.50,1412.30,1396.50,1404.30,42,2648
02/29/2000,1429.10,1429.10,1429.10,1429.10,386,2805
03/01/2000,1442.00,1442.50,1442.00,1442.50,34,2847
03/02/2000,1442.80,1442.80,1442.80,1442.80,22,2835
03/03/2000,1469.70,1469.70,1469.70,1469.70,62,2854
03/06/2000,1453.90,1453.90,1453.90,1453.90,0,2854
03/07/2000,1421.80,1421.80,1409.70,1409.70,102,2878
03/08/2000,1423.40,1423.40,1423.40,1423.40,0,2878
03/09/2000,1462.70,1462.70,1462.70,1462.70,21,2919
03/10/2000,1457.60,1457.60,1457.60,1457.60,20,2916
03/13/2000,1441.00,1441.00,1441.00,1441.00,0,2916
03/14/2000,1447.00,1452.00,1419.20,1419.20,43,2936
03/15/2000,1448.00,1452.80,1448.00,1452.80,5,2940
03/16/2000,1482.00,1520.50,1482.00,1520.50,71,3151
03/17/2000,1534.00,1534.00,1531.50,1531.50,191,3152
03/20/2000,1520.90,1520.90,1520.90,1520.90,131,3231
03/21/2000,1542.00,1550.60,1542.00,1550.60,24,3242
03/22/2000,1561.40,1561.40,1561.40,1561.40,47,3256
03/23/2000,1575.00,1589.60,1575.00,1589.60,18,3268
03/24/2000,1601.20,1601.20,1601.20,1601.20,86,3320
03/27/2000,1583.60,1583.60,1583.60,1583.60,25,3318
03/28/2000,1576.10,1576.10,1576.10,1576.10,0,3318
03/29/2000,1575.80,1575.80,1575.80,1575.80,20,3307
03/30/2000,1556.80,1556.80,1548.30,1548.30,2,3307
03/31/2000,1570.00,1570.00,1559.60,1559.60,19,3296
04/03/2000,1572.50,1572.50,1572.50,1572.50,5,3301
04/04/2000,1539.80,1563.50,1491.90,1563.50,169,3409
04/05/2000,1549.00,1549.50,1549.00,1549.50,67,3428
04/06/2000,1570.10,1570.10,1549.90,1560.90,46,3408
04/07/2000,1573.90,1573.90,1573.90,1573.90,0,3408
04/10/2000,1583.00,1583.00,1565.80,1565.80,98,3454
04/11/2000,1556.00,1563.10,1556.00,1563.10,9,3447
04/12/2000,1563.00,1563.00,1519.70,1519.70,88,3410
04/13/2000,1522.00,1530.00,1498.30,1498.30,19,3422
04/14/2000,1461.80,1461.80,1392.10,1406.00,16,3467
04/17/2000,1448.10,1452.70,1448.10,1452.70,17,3468
04/18/2000,1473.50,1493.70,1473.50,1493.70,105,3371
04/19/2000,1481.10,1481.10,1481.10,1481.10,53,3327
04/20/2000,1488.20,1488.20,1488.20,1488.20,2,3327
04/24/2000,1460.90,1478.00,1460.90,1478.00,7,3322
04/25/2000,1532.00,1532.00,1532.00,1532.00,50,3362
04/26/2000,1518.30,1518.30,1518.30,1518.30,3,3362
04/27/2000,1483.30,1510.80,1483.30,1510.80,17,3346
04/28/2000,1504.20,1504.20,1504.20,1504.20,21,3343
05/01/2000,1521.50,1530.10,1521.50,1521.90,105,3370
05/02/2000,1509.90,1509.90,1494.00,1494.00,46,3365
05/03/2000,1465.50,1465.50,1465.50,1465.50,82,3344
05/04/2000,1460.00,1466.50,1460.00,1466.50,20,3309
05/05/2000,1480.00,1483.20,1480.00,1483.20,6,3313
05/08/2000,1469.80,1480.00,1469.80,1474.20,14,3313
05/09/2000,1459.80,1463.30,1459.80,1463.30,37,3285
05/10/2000,1439.80,1439.80,1427.90,1430.30,58,3281
05/11/2000,1448.00,1457.50,1448.00,1457.50,2,3283
05/12/2000,1468.00,1474.70,1468.00,1474.70,65,3270
05/15/2000,1488.00,1502.70,1488.00,1502.70,86,3333
05/16/2000,1520.00,1520.00,1517.40,1517.40,95,3385
