"Date","Open","High","Low","Close","Volume","OpenInt"
03/23/1998,1193.50,1193.50,1193.50,1193.50,0,0
03/24/1998,1202.80,1202.80,1202.80,1202.80,0,0
03/25/1998,1208.00,1208.00,1199.70,1199.70,2,1
03/26/1998,1198.80,1198.80,1198.80,1198.80,0,1
03/27/1998,1195.50,1195.50,1195.50,1195.50,0,1
03/30/1998,1193.60,1193.60,1193.60,1193.60,0,1
03/31/1998,1199.30,1199.30,1199.30,1199.30,0,1
04/01/1998,1208.80,1208.80,1208.80,1208.80,0,1
04/02/1998,1221.90,1221.90,1221.90,1221.90,0,1
04/03/1998,1225.40,1225.40,1225.40,1225.40,0,1
04/06/1998,1217.70,1217.70,1217.70,1217.70,0,1
04/07/1998,1209.20,1209.20,1209.20,1209.20,0,1
04/08/1998,1199.60,1199.60,1199.60,1199.60,0,1
04/09/1998,1207.00,1207.00,1207.00,1207.00,0,1
04/13/1998,1205.20,1205.20,1205.20,1205.20,0,1
04/14/1998,1213.70,1213.70,1213.70,1213.70,0,1
04/15/1998,1217.00,1217.00,1217.00,1217.00,0,1
04/16/1998,1204.00,1204.00,1204.00,1204.00,0,1
04/17/1998,1219.00,1219.00,1219.00,1219.00,0,1
04/20/1998,1218.40,1218.40,1218.40,1218.40,0,1
04/21/1998,1225.70,1225.70,1225.70,1225.70,0,1
04/22/1998,1228.50,1228.50,1228.50,1228.50,30,30
04/23/1998,1217.00,1217.00,1217.00,1217.00,0,30
04/24/1998,1203.00,1203.00,1203.00,1203.00,0,30
04/27/1998,1183.00,1183.00,1183.00,1183.00,0,30
04/28/1998,1180.70,1180.70,1180.70,1180.70,0,30
04/29/1998,1186.90,1186.90,1186.90,1186.90,0,30
04/30/1998,1210.10,1210.10,1210.10,1210.10,0,30
05/01/1998,1220.50,1220.50,1220.50,1220.50,0,30
05/04/1998,1218.50,1218.50,1218.50,1218.50,0,30
05/05/1998,1210.50,1210.50,1210.50,1210.50,0,30
05/06/1998,1197.50,1197.50,1197.50,1197.50,0,30
05/07/1998,1188.50,1188.50,1188.50,1188.50,0,30
