"Date","Open","High","Low","Close","Volume","OpenInt"
12/18/2000,1483.70,1483.70,1483.70,1483.70,0,0
12/19/2000,1455.10,1455.10,1455.10,1455.10,0,0
12/20/2000,1409.80,1409.80,1409.80,1409.80,0,0
12/21/2000,1418.80,1418.80,1418.80,1418.80,0,0
12/22/2000,1458.70,1458.70,1458.70,1458.70,0,0
12/26/2000,1469.20,1469.20,1469.20,1469.20,0,0
12/27/2000,1484.30,1484.30,1484.30,1484.30,0,0
12/28/2000,1474.80,1474.80,1474.80,1474.80,0,0
12/29/2000,1456.30,1456.30,1456.30,1456.30,0,0
01/02/2001,1413.10,1413.10,1413.10,1413.10,0,0
01/03/2001,1473.20,1473.20,1473.20,1473.20,0,0
01/04/2001,1456.30,1456.30,1456.30,1456.30,0,0
01/05/2001,1409.40,1409.40,1409.40,1409.40,0,0
01/08/2001,1409.20,1409.20,1409.20,1409.20,0,0
01/09/2001,1412.30,1412.30,1412.30,1412.30,0,0
01/10/2001,1431.30,1431.30,1431.30,1431.30,0,0
01/11/2001,1443.50,1443.50,1443.50,1443.50,0,0
01/12/2001,1439.40,1439.40,1439.40,1439.40,0,0
01/16/2001,1445.40,1445.40,1445.40,1445.40,0,0
01/17/2001,1449.70,1449.70,1449.70,1449.70,0,0
01/18/2001,1464.00,1464.00,1464.00,1464.00,0,0
01/19/2001,1456.00,1456.00,1456.00,1456.00,0,0
01/22/2001,1463.80,1463.80,1463.80,1463.80,0,0
01/23/2001,1477.00,1477.00,1477.00,1477.00,0,0
01/24/2001,1482.10,1482.10,1482.10,1482.10,0,0
01/25/2001,1474.20,1474.20,1474.20,1474.20,0,0
01/26/2001,1474.60,1474.60,1474.60,1474.60,0,0
01/29/2001,1481.70,1481.70,1481.70,1481.70,0,0
01/30/2001,1493.50,1493.50,1493.50,1493.50,0,0
01/31/2001,1483.80,1483.80,1483.80,1483.80,0,0
02/01/2001,1489.90,1489.90,1489.90,1489.90,0,0
02/02/2001,1460.50,1460.50,1460.50,1460.50,0,0
02/05/2001,1469.40,1469.40,1469.40,1469.40,0,0
02/06/2001,1463.70,1463.70,1463.70,1463.70,0,0
02/07/2001,1456.00,1456.00,1456.00,1456.00,0,0
02/08/2001,1440.50,1440.50,1440.50,1440.50,0,0
02/09/2001,1425.90,1425.90,1425.90,1425.90,0,0
02/12/2001,1438.10,1438.10,1438.10,1438.10,0,0
02/13/2001,1430.60,1430.60,1430.60,1430.60,0,0
02/14/2001,1425.20,1425.20,1425.20,1425.20,0,0
02/15/2001,1440.10,1440.10,1440.10,1440.10,0,0
02/16/2001,1409.90,1409.90,1409.90,1409.90,0,0
02/20/2001,1385.80,1385.80,1385.80,1385.80,0,0
02/21/2001,1353.90,1353.90,1353.90,1353.90,0,0
02/22/2001,1352.00,1352.00,1352.00,1352.00,0,0
02/23/2001,1341.00,1341.00,1341.00,1341.00,0,0
02/26/2001,1364.90,1364.90,1364.90,1364.90,0,0
02/27/2001,1355.10,1355.10,1355.10,1355.10,0,0
02/28/2001,1336.10,1336.10,1336.10,1336.10,70,70
03/01/2001,1340.00,1340.00,1335.00,1336.80,8,74
03/02/2001,1328.60,1328.60,1328.60,1328.60,0,74
03/05/2001,1336.80,1336.80,1336.80,1336.80,0,74
03/06/2001,1351.50,1351.50,1351.50,1351.50,0,74
03/07/2001,1359.00,1359.00,1359.00,1359.00,0,74
03/08/2001,1360.30,1360.30,1360.30,1360.30,0,74
03/09/2001,1323.60,1323.60,1323.60,1323.60,0,74
03/12/2001,1284.00,1284.00,1265.60,1265.60,4,74
03/13/2001,1285.20,1285.20,1285.20,1285.20,0,74
03/14/2001,1251.60,1251.60,1251.60,1251.60,0,74
03/15/2001,1255.40,1255.40,1255.40,1255.40,0,74
03/16/2001,1229.50,1229.50,1229.50,1229.50,0,74
03/19/2001,1248.70,1248.70,1248.70,1248.70,0,74
03/20/2001,1219.60,1219.60,1219.60,1219.60,0,74
03/21/2001,1194.00,1194.00,1194.00,1194.00,0,74
03/22/2001,1180.40,1180.40,1180.40,1180.40,0,74
03/23/2001,1216.40,1216.40,1216.40,1216.40,0,74
03/26/2001,1230.30,1230.30,1230.30,1230.30,0,74
03/27/2001,1259.00,1259.00,1259.00,1259.00,0,74
03/28/2001,1226.00,1226.00,1226.00,1226.00,0,74
03/29/2001,1226.70,1226.70,1226.70,1226.70,0,74
03/30/2001,1234.20,1234.20,1234.20,1234.20,0,74
04/02/2001,1215.30,1215.30,1215.30,1215.30,0,74
04/03/2001,1171.40,1171.40,1171.40,1171.40,0,74
04/04/2001,1175.50,1175.50,1175.50,1175.50,0,74
04/05/2001,1219.80,1219.80,1219.80,1219.80,0,74
04/06/2001,1203.60,1203.60,1203.60,1203.60,0,74
04/09/2001,1213.30,1213.30,1213.30,1213.30,0,74
04/10/2001,1237.60,1237.60,1237.60,1237.60,0,74
