ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume
1679616000000000000,33,1,9270,3984500000000,3984750000000,3983000000000,3983250000000,411
1679616060000000000,33,1,9270,3983250000000,3983250000000,3982000000000,3982250000000,270
1679616120000000000,33,1,9270,3982000000000,3983000000000,3981750000000,3983000000000,154
1679616180000000000,33,1,9270,3983000000000,3984000000000,3983000000000,3983750000000,166
1679616240000000000,33,1,9270,3983750000000,3983750000000,3982250000000,3982750000000,141
1679616300000000000,33,1,9270,3982750000000,3982750000000,3981250000000,3982000000000,216
1679616360000000000,33,1,9270,3982000000000,3982250000000,3981750000000,3982250000000,147
1679616420000000000,33,1,9270,3982500000000,3982750000000,3981250000000,3981750000000,107
1679616480000000000,33,1,9270,3981500000000,3981750000000,3981250000000,3981500000000,93
1679616540000000000,33,1,9270,3981250000000,3981500000000,3979000000000,3979000000000,551
1679616600000000000,33,1,9270,3978750000000,3980000000000,3978750000000,3979500000000,236
1679616660000000000,33,1,9270,3979750000000,3980500000000,3979500000000,3980500000000,237
1679616720000000000,33,1,9270,3980000000000,3980500000000,3979750000000,3980250000000,157
1679616780000000000,33,1,9270,3980250000000,3980750000000,3980250000000,3980500000000,101
1679616840000000000,33,1,9270,3980250000000,3981000000000,3980250000000,3980500000000,125
1679616900000000000,33,1,9270,3980250000000,3981250000000,3980250000000,3981250000000,99
1679616960000000000,33,1,9270,3981250000000,3982250000000,3981250000000,3981250000000,199
1679617020000000000,33,1,9270,3981750000000,3982500000000,3981500000000,3982000000000,145
1679617080000000000,33,1,9270,3982000000000,3982500000000,3981750000000,3982500000000,89
1679617140000000000,33,1,9270,3982250000000,3982250000000,3981250000000,3982000000000,159
1679617200000000000,33,1,9270,3982250000000,3983250000000,3982000000000,3982500000000,331
1679617260000000000,33,1,9270,3982500000000,3983250000000,3982250000000,3982500000000,224
1679617320000000000,33,1,9270,3982500000000,3982750000000,3982250000000,3982250000000,108
1679617380000000000,33,1,9270,3982500000000,3982750000000,3980500000000,3980750000000,252
1679617440000000000,33,1,9270,3980750000000,3981500000000,3980750000000,3981250000000,126
1679617500000000000,33,1,9270,3981250000000,3981500000000,3980750000000,3981250000000,130
1679617560000000000,33,1,9270,3981250000000,3981500000000,3981000000000,3981250000000,36
1679617620000000000,33,1,9270,3981500000000,3982000000000,3981250000000,3981750000000,57
1679617680000000000,33,1,9270,3981500000000,3981750000000,3980500000000,3980500000000,172
1679617740000000000,33,1,9270,3980250000000,3980250000000,3979500000000,3979750000000,245
1679617800000000000,33,1,9270,3979750000000,3980250000000,3979250000000,3980000000000,164
1679617860000000000,33,1,9270,3980000000000,3980750000000,3979750000000,3980000000000,54
1679617920000000000,33,1,9270,3980000000000,3980750000000,3979750000000,3980000000000,61
1679617980000000000,33,1,9270,3980000000000,3980750000000,3980000000000,3980500000000,76
1679618040000000000,33,1,9270,3980500000000,3981250000000,3980500000000,3981000000000,100
1679618100000000000,33,1,9270,3981000000000,3981750000000,3981000000000,3981500000000,104
1679618160000000000,33,1,9270,3981500000000,3981500000000,3980750000000,3980750000000,61
1679618220000000000,33,1,9270,3981000000000,3981500000000,3980750000000,3981000000000,57
1679618280000000000,33,1,9270,3981000000000,3981500000000,3980750000000,3981500000000,64
1679618340000000000,33,1,9270,3981500000000,3981500000000,3981000000000,3981000000000,29
1679618400000000000,33,1,9270,3981000000000,3981250000000,3980250000000,3980250000000,131
1679618460000000000,33,1,9270,3980500000000,3980750000000,3980250000000,3980500000000,47
1679618520000000000,33,1,9270,3980500000000,3980750000000,3980000000000,3980500000000,49
1679618580000000000,33,1,9270,3980500000000,3980500000000,3980250000000,3980250000000,53
1679618640000000000,33,1,9270,3980250000000,3980750000000,3980250000000,3980500000000,35
1679618700000000000,33,1,9270,3980250000000,3980500000000,3980000000000,3980500000000,108
1679618760000000000,33,1,9270,3980500000000,3980750000000,3980250000000,3980250000000,45
1679618820000000000,33,1,9270,3980500000000,3980500000000,3980250000000,3980250000000,23
1679618880000000000,33,1,9270,3980500000000,3981250000000,3980500000000,3981250000000,93
1679618940000000000,33,1,9270,3981000000000,3981500000000,3981000000000,3981500000000,67
1679619000000000000,33,1,9270,3981500000000,3981750000000,3981000000000,3981500000000,111
1679619060000000000,33,1,9270,3981000000000,3981500000000,3979750000000,3980000000000,139
1679619120000000000,33,1,9270,3979750000000,3980000000000,3979500000000,3979750000000,178
1679619180000000000,33,1,9270,3979750000000,3980250000000,3979500000000,3980250000000,173
1679619240000000000,33,1,9270,3980250000000,3980500000000,3980000000000,3980000000000,43
1679619300000000000,33,1,9270,3980250000000,3980500000000,3979750000000,3980250000000,56
1679619360000000000,33,1,9270,3980000000000,3980000000000,3979750000000,3980000000000,19
1679619420000000000,33,1,9270,3980000000000,3981000000000,3980000000000,3981000000000,96
1679619480000000000,33,1,9270,3981000000000,3981500000000,3980750000000,3980750000000,211
1679619540000000000,33,1,9270,3980750000000,3980750000000,3980500000000,3980750000000,44
1679619600000000000,33,1,9270,3980500000000,3981250000000,3980250000000,3980750000000,99
1679619660000000000,33,1,9270,3980750000000,3980750000000,3979750000000,3980000000000,152
1679619720000000000,33,1,9270,3980000000000,3980500000000,3979750000000,3980000000000,72
1679619780000000000,33,1,9270,3980250000000,3980500000000,3977000000000,3977500000000,725
1679619840000000000,33,1,9270,3977250000000,3977500000000,3976500000000,3976750000000,497
1679619900000000000,33,1,9270,3976750000000,3977000000000,3974000000000,3974750000000,1247
1679619960000000000,33,1,9270,3974750000000,3974750000000,3972250000000,3973000000000,742
1679620020000000000,33,1,9270,3973000000000,3973750000000,3972250000000,3972500000000,488
1679620080000000000,33,1,9270,3972250000000,3974000000000,3972000000000,3972250000000,530
1679620140000000000,33,1,9270,3972500000000,3973250000000,3971750000000,3973000000000,460
1679620200000000000,33,1,9270,3972750000000,3973250000000,3972500000000,3972750000000,179
1679620260000000000,33,1,9270,3972750000000,3973750000000,3971750000000,3973250000000,305
1679620320000000000,33,1,9270,3973500000000,3974000000000,3972250000000,3972250000000,238
1679620380000000000,33,1,9270,3972250000000,3973000000000,3972250000000,3972250000000,213
1679620440000000000,33,1,9270,3972250000000,3972750000000,3971000000000,3971250000000,481
1679620500000000000,33,1,9270,3971250000000,3973250000000,3971250000000,3972000000000,477
1679620560000000000,33,1,9270,3972000000000,3973000000000,3971500000000,3973000000000,244
1679620620000000000,33,1,9270,3972750000000,3973250000000,3972250000000,3972500000000,262
1679620680000000000,33,1,9270,3972250000000,3973500000000,3972250000000,3973250000000,87
1679620740000000000,33,1,9270,3973250000000,3973750000000,3972750000000,3973250000000,83
1679620800000000000,33,1,9270,3973250000000,3973750000000,3972750000000,3973750000000,129
1679620860000000000,33,1,9270,3973500000000,3974500000000,3973250000000,3974250000000,256
1679620920000000000,33,1,9270,3974000000000,3974500000000,3973750000000,3973750000000,203
1679620980000000000,33,1,9270,3973750000000,3974000000000,3973000000000,3974000000000,172
1679621040000000000,33,1,9270,3973750000000,3974500000000,3973500000000,3974250000000,138
1679621100000000000,33,1,9270,3974500000000,3975000000000,3974000000000,3974250000000,326
1679621160000000000,33,1,9270,3974000000000,3975750000000,3974000000000,3975250000000,211
1679621220000000000,33,1,9270,3975250000000,3976500000000,3974750000000,3975000000000,440
1679621280000000000,33,1,9270,3975000000000,3975000000000,3973750000000,3973750000000,414
1679621340000000000,33,1,9270,3973750000000,3975000000000,3973500000000,3973750000000,286
1679621400000000000,33,1,9270,3973750000000,3973750000000,3971750000000,3972500000000,360
1679621460000000000,33,1,9270,3972750000000,3973250000000,3972000000000,3972250000000,329
1679621520000000000,33,1,9270,3972000000000,3973500000000,3972000000000,3973500000000,228
1679621580000000000,33,1,9270,3973250000000,3974250000000,3973250000000,3973750000000,165
1679621640000000000,33,1,9270,3973750000000,3973750000000,3973250000000,3973750000000,147
1679621700000000000,33,1,9270,3973750000000,3974000000000,3973250000000,3973250000000,100
1679621760000000000,33,1,9270,3973500000000,3973500000000,3972750000000,3973000000000,108
1679621820000000000,33,1,9270,3973500000000,3974000000000,3973250000000,3973500000000,61
1679621880000000000,33,1,9270,3973250000000,3974000000000,3972750000000,3973750000000,145
1679621940000000000,33,1,9270,3973750000000,3973750000000,3973250000000,3973250000000,40
1679622000000000000,33,1,9270,3973250000000,3973250000000,3972750000000,3972750000000,72
1679622060000000000,33,1,9270,3973250000000,3973250000000,3972750000000,3973000000000,65
1679622120000000000,33,1,9270,3973000000000,3973250000000,3972250000000,3973250000000,140
1679622180000000000,33,1,9270,3973500000000,3974000000000,3973250000000,3974000000000,197
1679622240000000000,33,1,9270,3973750000000,3974000000000,3973000000000,3974000000000,167
1679622300000000000,33,1,9270,3973500000000,3974250000000,3973250000000,3973250000000,183
1679622360000000000,33,1,9270,3974000000000,3975250000000,3973750000000,3975000000000,263
1679622420000000000,33,1,9270,3975000000000,3975500000000,3974500000000,3974500000000,299
1679622480000000000,33,1,9270,3974750000000,3974750000000,3973750000000,3973750000000,294
1679622540000000000,33,1,9270,3973500000000,3974000000000,3973500000000,3974000000000,54
1679622600000000000,33,1,9270,3974000000000,3974500000000,3974000000000,3974500000000,54
1679622660000000000,33,1,9270,3974500000000,3975750000000,3974250000000,3975250000000,182
1679622720000000000,33,1,9270,3975500000000,3976000000000,3975250000000,3976000000000,99
1679622780000000000,33,1,9270,3975750000000,3976250000000,3975500000000,3976000000000,126
1679622840000000000,33,1,9270,3976000000000,3976750000000,3975750000000,3976250000000,205
1679622900000000000,33,1,9270,3976250000000,3976500000000,3975750000000,3976500000000,136
1679622960000000000,33,1,9270,3976500000000,3978000000000,3976250000000,3977500000000,370
1679623020000000000,33,1,9270,3977500000000,3979000000000,3977500000000,3978500000000,341
1679623080000000000,33,1,9270,3978750000000,3978750000000,3977750000000,3978000000000,168
1679623140000000000,33,1,9270,3978000000000,3978250000000,3977750000000,3978250000000,141
1679623200000000000,33,1,9270,3978250000000,3978750000000,3977500000000,3978000000000,208
1679623260000000000,33,1,9270,3978000000000,3978250000000,3977500000000,3977500000000,140
1679623320000000000,33,1,9270,3977500000000,3978750000000,3977500000000,3978750000000,190
1679623380000000000,33,1,9270,3978500000000,3980250000000,3978500000000,3980250000000,544
1679623440000000000,33,1,9270,3980500000000,3982000000000,3980500000000,3981750000000,518
1679623500000000000,33,1,9270,3981750000000,3982500000000,3981000000000,3981250000000,340
1679623560000000000,33,1,9270,3981250000000,3982250000000,3980750000000,3982250000000,196
1679623620000000000,33,1,9270,3982250000000,3984000000000,3982000000000,3983750000000,346
1679623680000000000,33,1,9270,3984000000000,3984250000000,3983000000000,3983500000000,305
1679623740000000000,33,1,9270,3983500000000,3983750000000,3983000000000,3983250000000,122
1679623800000000000,33,1,9270,3983500000000,3983750000000,3982750000000,3982750000000,222
1679623860000000000,33,1,9270,3982750000000,3983000000000,3982000000000,3982250000000,262
1679623920000000000,33,1,9270,3982500000000,3983250000000,3982250000000,3983250000000,178
1679623980000000000,33,1,9270,3983000000000,3983250000000,3982500000000,3982750000000,93
