ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume
1680739200000000000,33,1,9270,4113250000000,4114250000000,4113000000000,4114000000000,303
1680739260000000000,33,1,9270,4114250000000,4114250000000,4113500000000,4114000000000,229
1680739320000000000,33,1,9270,4114000000000,4114500000000,4114000000000,4114250000000,119
1680739380000000000,33,1,9270,4114000000000,4114000000000,4113500000000,4113750000000,145
1680739440000000000,33,1,9270,4113750000000,4114500000000,4113750000000,4114500000000,82
1680739500000000000,33,1,9270,4114250000000,4114500000000,4113500000000,4113750000000,96
1680739560000000000,33,1,9270,4113750000000,4114000000000,4112750000000,4113000000000,99
1680739620000000000,33,1,9270,4113000000000,4113250000000,4112750000000,4113000000000,76
1680739680000000000,33,1,9270,4113000000000,4113250000000,4112750000000,4113000000000,97
1680739740000000000,33,1,9270,4113000000000,4113250000000,4112750000000,4112750000000,77
1680739800000000000,33,1,9270,4112500000000,4112500000000,4111500000000,4111750000000,301
1680739860000000000,33,1,9270,4111750000000,4112000000000,4111500000000,4111750000000,106
1680739920000000000,33,1,9270,4111500000000,4112250000000,4111250000000,4111750000000,166
1680739980000000000,33,1,9270,4111500000000,4111750000000,4110250000000,4111000000000,364
1680740040000000000,33,1,9270,4111000000000,4111500000000,4110750000000,4111250000000,193
1680740100000000000,33,1,9270,4111500000000,4111750000000,4110000000000,4110000000000,207
1680740160000000000,33,1,9270,4110000000000,4110500000000,4109250000000,4110500000000,405
1680740220000000000,33,1,9270,4110250000000,4110750000000,4110250000000,4110750000000,141
1680740280000000000,33,1,9270,4110500000000,4111000000000,4110250000000,4111000000000,170
1680740340000000000,33,1,9270,4110750000000,4110750000000,4110250000000,4110500000000,47
1680740400000000000,33,1,9270,4110250000000,4111000000000,4110250000000,4110500000000,150
1680740460000000000,33,1,9270,4110250000000,4111000000000,4110250000000,4110750000000,28
1680740520000000000,33,1,9270,4110750000000,4110750000000,4109250000000,4109750000000,154
1680740580000000000,33,1,9270,4110000000000,4110000000000,4109250000000,4109250000000,78
1680740640000000000,33,1,9270,4109250000000,4109750000000,4109000000000,4109000000000,190
1680740700000000000,33,1,9270,4109000000000,4110500000000,4109000000000,4110250000000,164
1680740760000000000,33,1,9270,4110250000000,4110500000000,4110000000000,4110500000000,176
1680740820000000000,33,1,9270,4110500000000,4110750000000,4110000000000,4110250000000,126
1680740880000000000,33,1,9270,4110250000000,4110250000000,4109500000000,4109750000000,125
1680740940000000000,33,1,9270,4109500000000,4110250000000,4109500000000,4110250000000,37
1680741000000000000,33,1,9270,4110250000000,4111000000000,4109750000000,4110500000000,125
1680741060000000000,33,1,9270,4110500000000,4111000000000,4110000000000,4111000000000,78
1680741120000000000,33,1,9270,4110750000000,4110750000000,4110250000000,4110500000000,74
1680741180000000000,33,1,9270,4110500000000,4110750000000,4110250000000,4110750000000,53
1680741240000000000,33,1,9270,4110750000000,4111000000000,4110250000000,4110250000000,60
1680741300000000000,33,1,9270,4110250000000,4111000000000,4110250000000,4111000000000,98
1680741360000000000,33,1,9270,4110750000000,4111000000000,4110750000000,4111000000000,31
1680741420000000000,33,1,9270,4111000000000,4111000000000,4110250000000,4110250000000,130
1680741480000000000,33,1,9270,4110000000000,4111000000000,4110000000000,4111000000000,94
1680741540000000000,33,1,9270,4110750000000,4111000000000,4110500000000,4110750000000,47
1680741600000000000,33,1,9270,4111000000000,4111000000000,4110500000000,4110500000000,76
1680741660000000000,33,1,9270,4110500000000,4110500000000,4110000000000,4110000000000,76
1680741720000000000,33,1,9270,4110000000000,4110500000000,4109750000000,4110500000000,66
1680741780000000000,33,1,9270,4110250000000,4110250000000,4110000000000,4110000000000,39
1680741840000000000,33,1,9270,4110250000000,4110750000000,4110000000000,4110750000000,74
1680741900000000000,33,1,9270,4110750000000,4110750000000,4110500000000,4110750000000,16
1680741960000000000,33,1,9270,4110750000000,4110750000000,4110250000000,4110250000000,62
1680742020000000000,33,1,9270,4110000000000,4110500000000,4110000000000,4110500000000,41
1680742080000000000,33,1,9270,4110750000000,4110750000000,4110500000000,4110500000000,26
1680742140000000000,33,1,9270,4110500000000,4111000000000,4110500000000,4110750000000,20
1680742200000000000,33,1,9270,4110750000000,4111000000000,4110500000000,4110500000000,73
1680742260000000000,33,1,9270,4110500000000,4110500000000,4110250000000,4110500000000,73
1680742320000000000,33,1,9270,4110500000000,4110500000000,4110250000000,4110500000000,13
1680742380000000000,33,1,9270,4110500000000,4110500000000,4110500000000,4110500000000,26
1680742440000000000,33,1,9270,4110500000000,4111250000000,4110500000000,4111000000000,105
1680742500000000000,33,1,9270,4111000000000,4111250000000,4110750000000,4111000000000,31
1680742560000000000,33,1,9270,4111000000000,4111250000000,4111000000000,4111250000000,38
1680742620000000000,33,1,9270,4111250000000,4111250000000,4110750000000,4111000000000,54
1680742680000000000,33,1,9270,4111250000000,4111250000000,4110500000000,4110500000000,29
1680742740000000000,33,1,9270,4110750000000,4111000000000,4110500000000,4110750000000,21
1680742800000000000,33,1,9270,4110750000000,4111000000000,4110250000000,4110500000000,79
1680742860000000000,33,1,9270,4110500000000,4110750000000,4109500000000,4109500000000,137
1680742920000000000,33,1,9270,4109500000000,4110000000000,4109250000000,4110000000000,124
1680742980000000000,33,1,9270,4109750000000,4110000000000,4109500000000,4110000000000,65
1680743040000000000,33,1,9270,4110000000000,4110500000000,4109750000000,4110500000000,75
1680743100000000000,33,1,9270,4110250000000,4110500000000,4110000000000,4110500000000,31
1680743160000000000,33,1,9270,4110500000000,4110500000000,4110250000000,4110250000000,37
1680743220000000000,33,1,9270,4110250000000,4110250000000,4109000000000,4109250000000,119
1680743280000000000,33,1,9270,4109250000000,4109500000000,4109000000000,4109500000000,56
1680743340000000000,33,1,9270,4109250000000,4109500000000,4109250000000,4109250000000,133
1680743400000000000,33,1,9270,4109250000000,4109250000000,4108250000000,4108500000000,319
1680743460000000000,33,1,9270,4108500000000,4109000000000,4108250000000,4109000000000,205
1680743520000000000,33,1,9270,4108750000000,4108750000000,4108250000000,4108250000000,102
1680743580000000000,33,1,9270,4108500000000,4109750000000,4108500000000,4109500000000,278
1680743640000000000,33,1,9270,4109250000000,4109250000000,4108750000000,4108750000000,68
1680743700000000000,33,1,9270,4108750000000,4109250000000,4108250000000,4108750000000,251
1680743760000000000,33,1,9270,4108500000000,4108750000000,4108250000000,4108250000000,289
1680743820000000000,33,1,9270,4108500000000,4108500000000,4107000000000,4107500000000,511
1680743880000000000,33,1,9270,4107750000000,4108750000000,4107500000000,4108250000000,284
1680743940000000000,33,1,9270,4108250000000,4108500000000,4108000000000,4108250000000,75
1680744000000000000,33,1,9270,4108250000000,4108500000000,4107750000000,4108000000000,132
1680744060000000000,33,1,9270,4108000000000,4108000000000,4107500000000,4107500000000,102
1680744120000000000,33,1,9270,4107500000000,4107500000000,4106250000000,4107000000000,538
1680744180000000000,33,1,9270,4107250000000,4108000000000,4107000000000,4107500000000,224
1680744240000000000,33,1,9270,4107500000000,4107750000000,4107250000000,4107250000000,159
1680744300000000000,33,1,9270,4107500000000,4108000000000,4107250000000,4108000000000,176
1680744360000000000,33,1,9270,4107750000000,4108000000000,4107500000000,4107750000000,118
1680744420000000000,33,1,9270,4107750000000,4108500000000,4107500000000,4108000000000,108
1680744480000000000,33,1,9270,4108250000000,4109000000000,4108250000000,4108750000000,210
1680744540000000000,33,1,9270,4108750000000,4109250000000,4108500000000,4109000000000,87
1680744600000000000,33,1,9270,4109000000000,4109000000000,4108250000000,4108250000000,125
1680744660000000000,33,1,9270,4108250000000,4108250000000,4107250000000,4108000000000,169
1680744720000000000,33,1,9270,4108000000000,4108000000000,4107500000000,4108000000000,101
1680744780000000000,33,1,9270,4108000000000,4108250000000,4107750000000,4108000000000,112
1680744840000000000,33,1,9270,4107500000000,4108000000000,4107500000000,4107750000000,78
1680744900000000000,33,1,9270,4107500000000,4107750000000,4107250000000,4107750000000,77
1680744960000000000,33,1,9270,4107500000000,4107750000000,4107000000000,4107000000000,132
1680745020000000000,33,1,9270,4107000000000,4107250000000,4106500000000,4107250000000,181
1680745080000000000,33,1,9270,4107250000000,4107750000000,4107250000000,4107500000000,101
1680745140000000000,33,1,9270,4107500000000,4108000000000,4107500000000,4107750000000,86
1680745200000000000,33,1,9270,4107750000000,4108250000000,4107500000000,4108000000000,78
1680745260000000000,33,1,9270,4108000000000,4108750000000,4107750000000,4108500000000,102
1680745320000000000,33,1,9270,4108500000000,4108500000000,4108000000000,4108000000000,125
1680745380000000000,33,1,9270,4108250000000,4108500000000,4107750000000,4108250000000,61
1680745440000000000,33,1,9270,4108250000000,4108500000000,4108000000000,4108250000000,55
1680745500000000000,33,1,9270,4108000000000,4108500000000,4108000000000,4108250000000,157
1680745560000000000,33,1,9270,4108250000000,4108500000000,4108250000000,4108250000000,84
1680745620000000000,33,1,9270,4108000000000,4108500000000,4108000000000,4108250000000,59
1680745680000000000,33,1,9270,4108500000000,4109250000000,4108250000000,4108250000000,166
1680745740000000000,33,1,9270,4108250000000,4108750000000,4108250000000,4108750000000,65
1680745800000000000,33,1,9270,4108750000000,4109250000000,4108500000000,4109250000000,82
1680745860000000000,33,1,9270,4109000000000,4109250000000,4109000000000,4109250000000,98
1680745920000000000,33,1,9270,4109000000000,4109500000000,4109000000000,4109250000000,160
1680745980000000000,33,1,9270,4109250000000,4109500000000,4109250000000,4109250000000,76
1680746040000000000,33,1,9270,4109500000000,4109500000000,4109000000000,4109000000000,55
1680746100000000000,33,1,9270,4109250000000,4109250000000,4108750000000,4108750000000,77
1680746160000000000,33,1,9270,4108750000000,4109000000000,4108750000000,4109000000000,15
1680746220000000000,33,1,9270,4108750000000,4109250000000,4108750000000,4109250000000,63
1680746280000000000,33,1,9270,4109250000000,4109500000000,4109000000000,4109000000000,18
1680746340000000000,33,1,9270,4109000000000,4109250000000,4108750000000,4109000000000,44
1680746400000000000,33,1,9270,4109000000000,4109000000000,4108250000000,4108500000000,124
1680746460000000000,33,1,9270,4108750000000,4109000000000,4108250000000,4108250000000,42
1680746520000000000,33,1,9270,4108250000000,4108500000000,4108000000000,4108500000000,94
1680746580000000000,33,1,9270,4108500000000,4108500000000,4108250000000,4108250000000,40
1680746640000000000,33,1,9270,4108000000000,4108500000000,4108000000000,4108500000000,38
1680746700000000000,33,1,9270,4108750000000,4108750000000,4108250000000,4108500000000,37
1680746760000000000,33,1,9270,4108500000000,4108500000000,4108000000000,4108250000000,17
1680746820000000000,33,1,9270,4108250000000,4108500000000,4108000000000,4108250000000,49
1680746880000000000,33,1,9270,4108500000000,4109000000000,4108500000000,4108500000000,109
1680746940000000000,33,1,9270,4108750000000,4109000000000,4108750000000,4108750000000,39
1680747000000000000,33,1,9270,4108750000000,4108750000000,4108500000000,4108500000000,23
1680747060000000000,33,1,9270,4108750000000,4109000000000,4108750000000,4108750000000,22
1680747120000000000,33,1,9270,4108750000000,4108750000000,4108250000000,4108500000000,63
1680747180000000000,33,1,9270,4108500000000,4108750000000,4108500000000,4108750000000,14
1680747240000000000,33,1,9270,4108750000000,4109000000000,4108750000000,4109000000000,18
1680747300000000000,33,1,9270,4108750000000,4109250000000,4108750000000,4109000000000,46
1680747360000000000,33,1,9270,4109000000000,4109000000000,4108250000000,4108500000000,62
1680747420000000000,33,1,9270,4108500000000,4108750000000,4108000000000,4108500000000,70
1680747480000000000,33,1,9270,4108500000000,4108750000000,4108250000000,4108750000000,20
1680747540000000000,33,1,9270,4108500000000,4108750000000,4108250000000,4108750000000,24
1680747600000000000,33,1,9270,4108750000000,4108750000000,4108250000000,4108750000000,130
1680747660000000000,33,1,9270,4108500000000,4108750000000,4108500000000,4108500000000,36
1680747720000000000,33,1,9270,4108750000000,4109000000000,4108500000000,4109000000000,29
1680747780000000000,33,1,9270,4109000000000,4109500000000,4109000000000,4109250000000,200
1680747840000000000,33,1,9270,4109250000000,4109750000000,4109000000000,4109750000000,149
1680747900000000000,33,1,9270,4109750000000,4110750000000,4109750000000,4110250000000,306
1680747960000000000,33,1,9270,4110250000000,4110500000000,4109750000000,4110250000000,121
1680748020000000000,33,1,9270,4110500000000,4110500000000,4110000000000,4110000000000,76
1680748080000000000,33,1,9270,4110000000000,4110250000000,4109750000000,4110250000000,51
1680748140000000000,33,1,9270,4110250000000,4110500000000,4110250000000,4110500000000,117
1680748200000000000,33,1,9270,4110500000000,4110500000000,4110250000000,4110250000000,78
1680748260000000000,33,1,9270,4110250000000,4110250000000,4109500000000,4109750000000,172
1680748320000000000,33,1,9270,4110000000000,4110000000000,4109500000000,4109750000000,34
1680748380000000000,33,1,9270,4109500000000,4109750000000,4109000000000,4109000000000,79
1680748440000000000,33,1,9270,4109000000000,4109250000000,4108750000000,4109000000000,89
