ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume
1673827200000000000,33,1,2080,4013500000000,4013750000000,4012250000000,4012750000000,352
1673827260000000000,33,1,2080,4012500000000,4013750000000,4012500000000,4013500000000,124
1673827320000000000,33,1,2080,4013750000000,4014500000000,4013500000000,4014000000000,236
1673827380000000000,33,1,2080,4014500000000,4015750000000,4014250000000,4014500000000,451
1673827440000000000,33,1,2080,4014250000000,4014750000000,4013750000000,4014000000000,135
1673827500000000000,33,1,2080,4014000000000,4014500000000,4013750000000,4014500000000,96
1673827560000000000,33,1,2080,4014750000000,4015250000000,4014750000000,4015250000000,124
1673827620000000000,33,1,2080,4015000000000,4015250000000,4014250000000,4014500000000,203
1673827680000000000,33,1,2080,4014500000000,4015500000000,4014250000000,4015000000000,196
1673827740000000000,33,1,2080,4015000000000,4016250000000,4015000000000,4016000000000,298
1673827800000000000,33,1,2080,4015750000000,4016500000000,4015750000000,4015750000000,186
1673827860000000000,33,1,2080,4015750000000,4016000000000,4015500000000,4015500000000,85
1673827920000000000,33,1,2080,4015750000000,4016750000000,4015750000000,4016750000000,125
1673827980000000000,33,1,2080,4016750000000,4016750000000,4016000000000,4016000000000,210
1673828040000000000,33,1,2080,4016250000000,4016250000000,4015500000000,4016250000000,263
1673828100000000000,33,1,2080,4016250000000,4016250000000,4015500000000,4015750000000,100
1673828160000000000,33,1,2080,4015500000000,4016000000000,4015500000000,4015750000000,57
1673828220000000000,33,1,2080,4015750000000,4016000000000,4015500000000,4015500000000,61
1673828280000000000,33,1,2080,4015250000000,4015750000000,4015250000000,4015250000000,104
1673828340000000000,33,1,2080,4015250000000,4016000000000,4015250000000,4015750000000,39
1673828400000000000,33,1,2080,4015750000000,4015750000000,4015250000000,4015250000000,97
1673828460000000000,33,1,2080,4015000000000,4015250000000,4015000000000,4015250000000,108
1673828520000000000,33,1,2080,4015500000000,4015750000000,4015250000000,4015750000000,80
1673828580000000000,33,1,2080,4015750000000,4017250000000,4015750000000,4017000000000,263
1673828640000000000,33,1,2080,4016750000000,4017500000000,4016750000000,4017000000000,207
